Id Produto;Nome Produto;Categoria;Marca;Preço Unit.;Custo Unit.
749;"Contoso Laptop Starter Bundle M200 Black";"Computers";"Contoso";16,5;7,59
814;"Contoso Laptop Starter Bundle M200 Grey";"Computers";"Contoso";16,5;7,59
784;"Contoso Laptop Starter Bundle M200 White";"Computers";"Contoso";16,5;7,59
764;"Contoso Leather Case - case for digital photo camera X20 Black";"Computers";"Contoso";39,9;13,22
829;"Contoso Leather Case - case for digital photo camera X20 Grey";"Computers";"Contoso";39,9;13,22
799;"Contoso Leather Case - case for digital photo camera X20 White";"Computers";"Contoso";39,9;13,22
765;"Contoso Lens cap E80 Black";"Computers";"Contoso";29,95;15,27
830;"Contoso Lens cap E80 Grey";"Computers";"Contoso";29,95;15,27
800;"Contoso Lens cap E80 White";"Computers";"Contoso";29,95;15,27
747;"Contoso Mouse Lock Bundle E200 Black";"Computers";"Contoso";12,95;6,6
812;"Contoso Mouse Lock Bundle E200 Grey";"Computers";"Contoso";12,95;6,6
782;"Contoso Mouse Lock Bundle E200 White";"Computers";"Contoso";12,95;6,6
856;"Contoso Multimedia Speakers M25 Black";"Computers";"Contoso";129;59,32
855;"Contoso Multimedia Speakers M25 Blue";"Computers";"Contoso";129;59,32
854;"Contoso Multimedia Speakers M25 Brown";"Computers";"Contoso";129;59,32
857;"Contoso Multimedia Speakers M25 White";"Computers";"Contoso";129;59,32
746;"Contoso Notebook Peripheral Kit M69 Black";"Computers";"Contoso";16,5;7,59
811;"Contoso Notebook Peripheral Kit M69 Grey";"Computers";"Contoso";16,5;7,59
781;"Contoso Notebook Peripheral Kit M69 White";"Computers";"Contoso";16,5;7,59
863;"Contoso Optical USB Mouse M45 Black";"Computers";"Contoso";50,99;23,45
865;"Contoso Optical USB Mouse M45 Grey";"Computers";"Contoso";50,99;23,45
864;"Contoso Optical USB Mouse M45 White";"Computers";"Contoso";50,99;23,45
880;"Contoso Optical Wheel OEM PS/2 Mouse E60 Black";"Computers";"Contoso";13;6,63
879;"Contoso Optical Wheel OEM PS/2 Mouse E60 Grey";"Computers";"Contoso";13;6,63
882;"Contoso Optical Wheel OEM PS/2 Mouse E60 Silver";"Computers";"Contoso";13;6,63
881;"Contoso Optical Wheel OEM PS/2 Mouse E60 White";"Computers";"Contoso";13;6,63
752;"Contoso Power Inverter - DC to AC power inverter E900 Black";"Computers";"Contoso";9,5;4,84
817;"Contoso Power Inverter - DC to AC power inverter E900 Grey";"Computers";"Contoso";9,5;4,84
787;"Contoso Power Inverter - DC to AC power inverter E900 White";"Computers";"Contoso";9,5;4,84
762;"Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black";"Computers";"Contoso";33,9;11,23
827;"Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey";"Computers";"Contoso";33,9;11,23
797;"Contoso Primary Extended Capacity Battery Pack - notebook battery X100 White";"Computers";"Contoso";33,9;11,23
575;"Contoso Projector 1080p X980 Black";"Computers";"Contoso";2295;760,38
599;"Contoso Projector 1080p X980 Silver";"Computers";"Contoso";2295;760,38
587;"Contoso Projector 1080p X980 White";"Computers";"Contoso";2295;760,38
576;"Contoso Projector 1080p X981 Black";"Computers";"Contoso";2499;827,97
600;"Contoso Projector 1080p X981 Silver";"Computers";"Contoso";2499;827,97
588;"Contoso Projector 1080p X981 White";"Computers";"Contoso";2499;827,97
579;"Contoso Projector 480p M480 Black";"Computers";"Contoso";229;116,75
603;"Contoso Projector 480p M480 Silver";"Computers";"Contoso";229;116,75
591;"Contoso Projector 480p M480 White";"Computers";"Contoso";229;116,75
580;"Contoso Projector 480p M481 Black";"Computers";"Contoso";499;254,4
604;"Contoso Projector 480p M481 Silver";"Computers";"Contoso";499;254,4
592;"Contoso Projector 480p M481 White";"Computers";"Contoso";499;254,4
577;"Contoso Projector 720p M620 Black";"Computers";"Contoso";699;321,44
601;"Contoso Projector 720p M620 Silver";"Computers";"Contoso";699;321,44
589;"Contoso Projector 720p M620 White";"Computers";"Contoso";699;321,44
578;"Contoso Projector 720p M621 Black";"Computers";"Contoso";999;459,4
602;"Contoso Projector 720p M621 Silver";"Computers";"Contoso";999;459,4
590;"Contoso Projector 720p M621 White";"Computers";"Contoso";999;459,4
743;"Contoso Rechargeable Battery E100 Black";"Computers";"Contoso";12,95;6,6
808;"Contoso Rechargeable Battery E100 Grey";"Computers";"Contoso";12,95;6,6
778;"Contoso Rechargeable Battery E100 White";"Computers";"Contoso";12,95;6,6
760;"Contoso Reserve Pen - Tablet Pen E200 Black";"Computers";"Contoso";13,9;7,09
841;"Contoso Reserve Pen - Tablet Pen E200 Gold";"Computers";"Contoso";13,9;7,09
825;"Contoso Reserve Pen - Tablet Pen E200 Grey";"Computers";"Contoso";13,9;7,09
795;"Contoso Reserve Pen - Tablet Pen E200 White";"Computers";"Contoso";13,9;7,09
777;"Contoso Reserve Pen -Tablet Pen E200 Blue";"Computers";"Contoso";13,9;7,09
584;"Contoso Screen 100in E010 Black";"Computers";"Contoso";190;62,95
608;"Contoso Screen 100in E010 Silver";"Computers";"Contoso";190;62,95
596;"Contoso Screen 100in E010 White";"Computers";"Contoso";190;62,95
583;"Contoso Screen 106in M060 Black";"Computers";"Contoso";251;83,16
607;"Contoso Screen 106in M060 Silver";"Computers";"Contoso";251;83,16
595;"Contoso Screen 106in M060 White";"Computers";"Contoso";251;83,16
582;"Contoso Screen 113in M251 Black";"Computers";"Contoso";299;137,5
606;"Contoso Screen 113in M251 Silver";"Computers";"Contoso";299;137,5
594;"Contoso Screen 113in M251 White";"Computers";"Contoso";299;137,5
581;"Contoso Screen 125in M250 Black";"Computers";"Contoso";459;152,08
605;"Contoso Screen 125in M250 Silver";"Computers";"Contoso";459;152,08
593;"Contoso Screen 125in M250 White";"Computers";"Contoso";459;152,08
586;"Contoso Screen 80in E080 Black";"Computers";"Contoso";109;55,57
610;"Contoso Screen 80in E080 Silver";"Computers";"Contoso";109;55,57
598;"Contoso Screen 80in E080 White";"Computers";"Contoso";109;55,57
585;"Contoso Screen 85in E085 Black";"Computers";"Contoso";139;70,87
609;"Contoso Screen 85in E085 Silver";"Computers";"Contoso";139;70,87
597;"Contoso Screen 85in E085 White";"Computers";"Contoso";139;70,87
753;"Contoso Smart Battery M901 Black";"Computers";"Contoso";11,5;5,29
775;"Contoso Smart Battery M901 Blue";"Computers";"Contoso";11,5;5,29
818;"Contoso Smart Battery M901 Grey";"Computers";"Contoso";11,5;5,29
788;"Contoso Smart Battery M901 White";"Computers";"Contoso";11,5;5,29
846;"Contoso Ultraportable Neoprene Sleeve E30 Black";"Computers";"Contoso";15,6;7,95
849;"Contoso Ultraportable Neoprene Sleeve E30 Green";"Computers";"Contoso";15,6;7,95
847;"Contoso Ultraportable Neoprene Sleeve E30 Pink";"Computers";"Contoso";15,6;7,95
848;"Contoso Ultraportable Neoprene Sleeve E30 Yellow";"Computers";"Contoso";15,6;7,95
756;"Contoso USB 2.0 Dock Station docking station M800 Black";"Computers";"Contoso";29,9;13,75
821;"Contoso USB 2.0 Dock Station docking station M800 Grey";"Computers";"Contoso";29,9;13,75
791;"Contoso USB 2.0 Dock Station docking station M800 White";"Computers";"Contoso";29,9;13,75
826;"Contoso USB Data Link - direct connect adapter E600 Grey";"Computers";"Contoso";16,9;8,62
796;"Contoso USB Data Link - direct connect adapter E600 White";"Computers";"Contoso";16,9;8,62
761;"Contoso USB Data Link-direct connect adapter E600 Black";"Computers";"Contoso";16,9;8,62
767;"Contoso USB Optical Mouse E200 Black";"Computers";"Contoso";15,5;7,9
774;"Contoso USB Optical Mouse E200 Blue";"Computers";"Contoso";15,5;7,9
838;"Contoso USB Optical Mouse E200 Gold";"Computers";"Contoso";15,5;7,9
832;"Contoso USB Optical Mouse E200 Grey";"Computers";"Contoso";15,5;7,9
802;"Contoso USB Optical Mouse E200 White";"Computers";"Contoso";15,5;7,9
771;"Contoso USB Wave Multi-media Keyboard E280 Black";"Computers";"Contoso";15,9;8,11
773;"Contoso USB Wave Multi-media Keyboard E280 Blue";"Computers";"Contoso";15,9;8,11
836;"Contoso USB Wave Multi-Media Keyboard E280 Grey";"Computers";"Contoso";15,9;8,11
806;"Contoso USB Wave Multi-media Keyboard E280 White";"Computers";"Contoso";15,9;8,11
839;"Contoso USB Wave Multi-Media Keyboard M901 Gold";"Computers";"Contoso";25,9;11,91
870;"Contoso Wireless Laser Mouse E50 Black";"Computers";"Contoso";20,96;10,69
873;"Contoso Wireless Laser Mouse E50 Grey";"Computers";"Contoso";20,96;10,69
872;"Contoso Wireless Laser Mouse E50 Silver";"Computers";"Contoso";20,96;10,69
871;"Contoso Wireless Laser Mouse E50 White";"Computers";"Contoso";20,96;10,69
866;"Contoso Wireless Laser Mouse M55 Black";"Computers";"Contoso";69,99;32,19
868;"Contoso Wireless Laser Mouse M55 Grey";"Computers";"Contoso";69,99;32,19
869;"Contoso Wireless Laser Mouse M55 Silver";"Computers";"Contoso";69,99;32,19
867;"Contoso Wireless Laser Mouse M55 White";"Computers";"Contoso";69,99;32,19
858;"Contoso Wireless Notebook Optical Mouse M35 Black";"Computers";"Contoso";29,95;13,77
860;"Contoso Wireless Notebook Optical Mouse M35 Blue";"Computers";"Contoso";29,95;13,77
862;"Contoso Wireless Notebook Optical Mouse M35 Orange";"Computers";"Contoso";29,95;13,77
861;"Contoso Wireless Notebook Optical Mouse M35 Silver";"Computers";"Contoso";29,95;13,77
859;"Contoso Wireless Notebook Optical Mouse M35 White";"Computers";"Contoso";29,95;13,77
874;"Contoso Wireless Notebook Optical Mouse X205 Black";"Computers";"Contoso";129,95;43,06
876;"Contoso Wireless Notebook Optical Mouse X205 Blue";"Computers";"Contoso";129,95;43,06
878;"Contoso Wireless Notebook Optical Mouse X205 Orange";"Computers";"Contoso";129,95;43,06
877;"Contoso Wireless Notebook Optical Mouse X205 Silver";"Computers";"Contoso";129,95;43,06
875;"Contoso Wireless Notebook Optical Mouse X205 White";"Computers";"Contoso";129,95;43,06
2378;"Contoso Air conditioner 10000BTU M0490 Blue";"Home Appliances";"Contoso";429,99;197,74
2371;"Contoso Air conditioner 10000BTU M0490 Grey";"Home Appliances";"Contoso";429,99;197,74
2357;"Contoso Air conditioner 10000BTU M0490 Red";"Home Appliances";"Contoso";429,99;197,74
2364;"Contoso Air conditioner 10000BTU M0490 Silver";"Home Appliances";"Contoso";429,99;197,74
2350;"Contoso Air conditioner 10000BTU M0490 White";"Home Appliances";"Contoso";429,99;197,74
2377;"Contoso Air conditioner 12000BTU M0640 Blue";"Home Appliances";"Contoso";459,99;211,53
2370;"Contoso Air conditioner 12000BTU M0640 Grey";"Home Appliances";"Contoso";459,99;211,53
2356;"Contoso Air conditioner 12000BTU M0640 Red";"Home Appliances";"Contoso";459,99;211,53
2363;"Contoso Air conditioner 12000BTU M0640 Silver";"Home Appliances";"Contoso";459,99;211,53
2349;"Contoso Air conditioner 12000BTU M0640 White";"Home Appliances";"Contoso";459,99;211,53
2376;"Contoso Air conditioner 25000BTU L1672 Blue";"Home Appliances";"Contoso";635,99;210,72
2369;"Contoso Air conditioner 25000BTU L1672 Grey";"Home Appliances";"Contoso";635,99;210,72
2355;"Contoso Air conditioner 25000BTU L1672 Red";"Home Appliances";"Contoso";635,99;210,72
2362;"Contoso Air conditioner 25000BTU L1672 Silver";"Home Appliances";"Contoso";635,99;210,72
2348;"Contoso Air conditioner 25000BTU L1672 White";"Home Appliances";"Contoso";635,99;210,72
2382;"Contoso Air conditioner 5200BTU E0100 Blue";"Home Appliances";"Contoso";109,99;56,08
2375;"Contoso Air conditioner 5200BTU E0100 Grey";"Home Appliances";"Contoso";109,99;56,08
2361;"Contoso Air conditioner 5200BTU E0100 Red";"Home Appliances";"Contoso";109,99;56,08
2368;"Contoso Air conditioner 5200BTU E0100 Silver";"Home Appliances";"Contoso";109,99;56,08
2354;"Contoso Air conditioner 5200BTU E0100 White";"Home Appliances";"Contoso";109,99;56,08
2381;"Contoso Air conditioner 6000BTU E0180 Blue";"Home Appliances";"Contoso";199,99;101,96
2374;"Contoso Air conditioner 6000BTU E0180 Grey";"Home Appliances";"Contoso";199,99;101,96
2360;"Contoso Air conditioner 6000BTU E0180 Red";"Home Appliances";"Contoso";199,99;101,96
2367;"Contoso Air conditioner 6000BTU E0180 Silver";"Home Appliances";"Contoso";199,99;101,96
2353;"Contoso Air conditioner 6000BTU E0180 White";"Home Appliances";"Contoso";199,99;101,96
2380;"Contoso Air conditioner 7000BTU E0260 Blue";"Home Appliances";"Contoso";299,99;152,94
2373;"Contoso Air conditioner 7000BTU E0260 Grey";"Home Appliances";"Contoso";299,99;152,94
2359;"Contoso Air conditioner 7000BTU E0260 Red";"Home Appliances";"Contoso";299,99;152,94
2366;"Contoso Air conditioner 7000BTU E0260 Silver";"Home Appliances";"Contoso";299,99;152,94
2352;"Contoso Air conditioner 7000BTU E0260 White";"Home Appliances";"Contoso";299,99;152,94
2379;"Contoso Air conditioner 8000BTU M0320 Blue";"Home Appliances";"Contoso";399,99;183,94
2372;"Contoso Air conditioner 8000BTU M0320 Grey";"Home Appliances";"Contoso";399,99;183,94
2358;"Contoso Air conditioner 8000BTU M0320 Red";"Home Appliances";"Contoso";399,99;183,94
2365;"Contoso Air conditioner 8000BTU M0320 Silver";"Home Appliances";"Contoso";399,99;183,94
2351;"Contoso Air conditioner 8000BTU M0320 White";"Home Appliances";"Contoso";399,99;183,94
2118;"Contoso Coffee Maker 12C M1000 Black";"Home Appliances";"Contoso";445;204,64
2136;"Contoso Coffee Maker 12C M1000 Grey";"Home Appliances";"Contoso";445;204,64
2124;"Contoso Coffee Maker 12C M1000 Silver";"Home Appliances";"Contoso";445;204,64
2130;"Contoso Coffee Maker 12C M1000 White";"Home Appliances";"Contoso";445;204,64
2121;"Contoso Coffee Maker 4C E0800 Black";"Home Appliances";"Contoso";129,9;66,23
2139;"Contoso Coffee Maker 4C E0800 Grey";"Home Appliances";"Contoso";129,9;66,23
2127;"Contoso Coffee Maker 4C E0800 Silver";"Home Appliances";"Contoso";129,9;66,23
2133;"Contoso Coffee Maker 4C E0800 White";"Home Appliances";"Contoso";129,9;66,23
2120;"Contoso Coffee Maker 5C E0900 Black";"Home Appliances";"Contoso";149;75,96
2138;"Contoso Coffee Maker 5C E0900 Grey";"Home Appliances";"Contoso";149;75,96
2126;"Contoso Coffee Maker 5C E0900 Silver";"Home Appliances";"Contoso";149;75,96
2132;"Contoso Coffee Maker 5C E0900 White";"Home Appliances";"Contoso";149;75,96
2117;"Contoso Coffee Maker Auto 10C M1000 Black";"Home Appliances";"Contoso";745,99;343,05
2135;"Contoso Coffee Maker Auto 10C M1000 Grey";"Home Appliances";"Contoso";745,99;343,05
2123;"Contoso Coffee Maker Auto 10C M1000 Silver";"Home Appliances";"Contoso";745,99;343,05
2129;"Contoso Coffee Maker Auto 10C M1000 White";"Home Appliances";"Contoso";745,99;343,05
2119;"Contoso Coffee Maker Auto 5C E0900 Black";"Home Appliances";"Contoso";163;83,1
2137;"Contoso Coffee Maker Auto 5C E0900 Grey";"Home Appliances";"Contoso";163;83,1
2125;"Contoso Coffee Maker Auto 5C E0900 Silver";"Home Appliances";"Contoso";163;83,1
2131;"Contoso Coffee Maker Auto 5C E0900 White";"Home Appliances";"Contoso";163;83,1
2116;"Contoso Coffee Maker Super-Auto 12C X1250 Black";"Home Appliances";"Contoso";1650;546,68
2134;"Contoso Coffee Maker Super-Auto 12C X1250 Grey";"Home Appliances";"Contoso";1650;546,68
2122;"Contoso Coffee Maker Super-Auto 12C X1250 Silver";"Home Appliances";"Contoso";1650;546,68
2128;"Contoso Coffee Maker Super-Auto 12C X1250 White";"Home Appliances";"Contoso";1650;546,68
2084;"Contoso Microwave 0.8CuFt E0080 Black";"Home Appliances";"Contoso";94,99;48,43
2072;"Contoso Microwave 0.8CuFt E0080 Grey";"Home Appliances";"Contoso";94,99;48,43
2078;"Contoso Microwave 0.8CuFt E0080 Red";"Home Appliances";"Contoso";94,99;48,43
2066;"Contoso Microwave 0.8CuFt E0080 Silver";"Home Appliances";"Contoso";94,99;48,43
2060;"Contoso Microwave 0.8CuFt E0080 White";"Home Appliances";"Contoso";94,99;48,43
2083;"Contoso Microwave 0.9CuFt E0090 Black";"Home Appliances";"Contoso";99,99;50,98
2071;"Contoso Microwave 0.9CuFt E0090 Grey";"Home Appliances";"Contoso";99,99;50,98
2077;"Contoso Microwave 0.9CuFt E0090 Red";"Home Appliances";"Contoso";99,99;50,98
2065;"Contoso Microwave 0.9CuFt E0090 Silver";"Home Appliances";"Contoso";99,99;50,98
2059;"Contoso Microwave 0.9CuFt E0090 White";"Home Appliances";"Contoso";99,99;50,98
2082;"Contoso Microwave 1.0CuFt E0110 Black";"Home Appliances";"Contoso";139,99;71,37
2070;"Contoso Microwave 1.0CuFt E0110 Grey";"Home Appliances";"Contoso";139,99;71,37
2076;"Contoso Microwave 1.0CuFt E0110 Red";"Home Appliances";"Contoso";139,99;71,37
2064;"Contoso Microwave 1.0CuFt E0110 Silver";"Home Appliances";"Contoso";139,99;71,37
2058;"Contoso Microwave 1.0CuFt E0110 White";"Home Appliances";"Contoso";139,99;71,37
2079;"Contoso Microwave 1.5CuFt X0110 Black";"Home Appliances";"Contoso";665,94;220,64
2067;"Contoso Microwave 1.5CuFt X0110 Grey";"Home Appliances";"Contoso";665,94;220,64
2073;"Contoso Microwave 1.5CuFt X0110 Red";"Home Appliances";"Contoso";665,94;220,64
2061;"Contoso Microwave 1.5CuFt X0110 Silver";"Home Appliances";"Contoso";665,94;220,64
2055;"Contoso Microwave 1.5CuFt X0110 White";"Home Appliances";"Contoso";665,94;220,64
2081;"Contoso Microwave 1.6CuFt M0125 Black";"Home Appliances";"Contoso";179,99;82,77
2075;"Contoso Microwave 1.6CuFt M0125 Red";"Home Appliances";"Contoso";179,99;82,77
2063;"Contoso Microwave 1.6CuFt M0125 Silver";"Home Appliances";"Contoso";179,99;82,77
2057;"Contoso Microwave 1.6CuFt M0125 White";"Home Appliances";"Contoso";179,99;82,77
2080;"Contoso Microwave 2.2CuFt M0125 Black";"Home Appliances";"Contoso";199,99;91,97
2068;"Contoso Microwave 2.2CuFt M0125 Grey";"Home Appliances";"Contoso";199,99;91,97
2074;"Contoso Microwave 2.2CuFt M0125 Red";"Home Appliances";"Contoso";199,99;91,97
2062;"Contoso Microwave 2.2CuFt M0125 Silver";"Home Appliances";"Contoso";199,99;91,97
2056;"Contoso Microwave 2.2CuFt M0125 White";"Home Appliances";"Contoso";199,99;91,97
2069;"Contoso Microwave 2.2CuFt M0126 Grey";"Home Appliances";"Contoso";179,99;82,77
1881;"Washer & Dryer 15.5in E155 Blue";"Home Appliances";"Contoso";999;509,32
1886;"Washer & Dryer 15.5in E155 Green";"Home Appliances";"Contoso";999;509,32
1896;"Washer & Dryer 15.5in E155 Pink";"Home Appliances";"Contoso";999;509,32
1891;"Washer & Dryer 15.5in E155 Red";"Home Appliances";"Contoso";999;509,32
1876;"Washer & Dryer 15.5in E155 Silver";"Home Appliances";"Contoso";999;509,32
1871;"Washer & Dryer 15.5in E155 White";"Home Appliances";"Contoso";999;509,32
1880;"Washer & Dryer 21in E210 Blue";"Home Appliances";"Contoso";1599;815,22
1885;"Refrigerator 470L Frost Free";"Home Appliances";"Contoso";1599;815,22
1895;"Washer & Dryer E210 Pink";"Home Appliances";"Contoso";1599;815,22
1890;"Washer & Dryer 21in E210 Red";"Home Appliances";"Contoso";1599;815,22
1875;"Washer & Dryer 21in E210 Silver";"Home Appliances";"Contoso";1599;815,22
1870;"Washer & Dryer 21in E210 White";"Home Appliances";"Contoso";1599;815,22
1879;"Washer & Dryer 24in M240 Blue";"Home Appliances";"Contoso";1818;836,03
1884;"Washer & Dryer 24in M240 Green";"Home Appliances";"Contoso";1818;836,03
1894;"Washer & Dryer M240 Pink";"Home Appliances";"Contoso";1818;836,03
1889;"Washer & Dryer 24in M240 Red";"Home Appliances";"Contoso";1818;836,03
1874;"Cooktop Inox";"Home Appliances";"Contoso";1818;836,03
1869;"Washer & Dryer 24in M240 White";"Home Appliances";"Contoso";1818;836,03
1878;"Washer & Dryer 25.5in M255 Blue";"Home Appliances";"Contoso";1989;914,67
1883;"Washer & Dryer 25.5in M255 Green";"Home Appliances";"Contoso";1989;914,67
1893;"Washer & Dryer 25.5in M255 Pink";"Home Appliances";"Contoso";1989;914,67
1888;"Washer & Dryer 25.5in M255 Red";"Home Appliances";"Contoso";1989;914,67
1873;"Washer & Dryer 25.5in M255 Silver";"Home Appliances";"Contoso";1989;914,67
1868;"Washer & Dryer 25.5in M255 White";"Home Appliances";"Contoso";1989;914,67
1877;"Washer & Dryer 27in L270 Blue";"Home Appliances";"Contoso";2652;878,66
1882;"Washer & Dryer 27in L270 Green";"Home Appliances";"Contoso";2652;878,66
1892;"Washer & Dryer 27in L270 Pink";"Home Appliances";"Contoso";2652;878,66
1887;"Washer & Dryer 27in L270 Red";"Home Appliances";"Contoso";2652;878,66
1872;"Washer & Dryer 27in L270 Silver";"Home Appliances";"Contoso";2652;878,66
1867;"Washer & Dryer 27in L270 White";"Home Appliances";"Contoso";2652;878,66
2094;"Contoso Water Heater 1.5GPM E0800 Blue";"Home Appliances";"Contoso";257,5;131,28
2099;"Contoso Water Heater 1.5GPM E0800 Green";"Home Appliances";"Contoso";257,5;131,28
2109;"Contoso Water Heater 1.5GPM E0800 Grey";"Home Appliances";"Contoso";257,5;131,28
2114;"Contoso Water Heater 1.5GPM E0800 Red";"Home Appliances";"Contoso";257,5;131,28
2104;"Contoso Water Heater 1.5GPM E0800 Silver";"Home Appliances";"Contoso";257,5;131,28
